,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,cut_value
2431,0.31,Ideal,F,VVS1,60.6,56.0,4.44,4.41,2.68,643.9588930903119,0
2432,0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,859.0729725559504,0
2433,1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,4500.586187827215,0
2434,0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,995.289276526375,0
2435,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,9068.298721279643,0
2436,0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,3091.5269639974904,1
2437,0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,841.5626346171703,0
2438,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,6169.9462673132475,0
2439,0.4,Very Good,G,VVS1,60.9,57.0,4.76,4.8,2.91,1147.2050922539893,0
2440,0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,2132.1040092635994,0
2441,1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,6103.558368107053,1
2442,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,3365.985920136325,0
2443,1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,15004.791133698789,0
2444,0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,2472.1267446860475,0
2445,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1299.4778617351694,0
2446,0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,780.2031843266705,0
2447,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,1076.3348868711837,0
2448,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,5713.363473434016,0
2449,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,5186.788264476612,0
2450,0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,812.228659250115,0
2451,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,928.4121926516491,0
2452,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,9303.60178387094,0
2453,1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,8619.02282560278,0
2454,0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,2157.5728420640553,0
2455,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,423.4964674068069,0
2456,0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,510.3969721046742,0
2457,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,15984.280273007396,0
2458,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,2621.5366675116566,0
2459,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,382.5527393154298,0
2460,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,6492.591447991523,1
2461,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,722.8897710452547,0
2462,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,100.8096081013282,0
2463,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,10403.024276392352,0
2464,1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,3436.660482478059,0
2465,1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,8623.283309902909,0
2466,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,5713.972227772858,0
2467,1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,5347.025848873705,0
2468,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,3541.4515916210185,0
2469,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,143.88911362403087,0
2470,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1108.1279543965975,0
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,663.5289476849102,0
2472,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,5600.397110945061,0
2473,0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,758.7229855336482,0
2474,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,10109.064348896285,0
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,4006.8609340398543,0
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,9603.83183302694,0
2477,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,5269.116391800988,0
2478,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,11386.840890200776,0
2479,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,972.3313926850169,0
2480,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,854.1116460625162,0
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,620.4074842905065,0
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,6038.638771476351,0
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,692.6920513148652,0
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,951.0949445420156,0
2485,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,761.3903909528053,0
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,14971.787359101207,0
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,8548.108580914535,0
2488,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,713.243701108815,0
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,16398.647974751533,1
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1521.8202010000296,0
2491,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,1269.1741919858578,0
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,1409.6019137450785,0
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,1043.9333296173136,0
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,3192.4777550188155,0
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,7822.571816122952,0
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,4358.617740923266,1
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,7619.402495234557,1
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,3345.7187880806996,0
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,946.5939915488234,1
2500,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,935.3005001938363,0
2501,0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,1594.4040514124972,0
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,519.8433618980016,0
2503,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,4505.59744498488,1
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,6165.129269328394,0
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,3449.304954238356,0
2506,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,8599.34158633071,0
2507,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,4063.0583230872617,1
2508,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,584.4660673418584,0
2509,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,10032.741476613246,0
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,1220.2550251677967,0
2511,0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,1115.0914362559415,0
2512,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,2578.8943626058717,0
2513,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,913.9830981483428,0
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,3751.5761327085856,0
2515,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,912.7117604948762,0
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,984.6460882175234,0
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,4586.310097207352,0
2518,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,856.2560602593403,0
2519,0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,1285.7299674890055,1
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,885.5825459853877,0
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,4354.303467677253,0
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3531.805205446537,0
2523,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,5747.985077662197,0
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,838.5032733037588,0
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,593.911690945486,0
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,2435.8575086302044,1
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,10078.383280330932,0
2528,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,17039.981856097416,0
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,451.4708664957798,0
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,5290.955865125585,1
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,4794.739417029516,0
2532,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,461.4834250444983,0
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,4472.047931204252,0
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,3069.755597763924,0
2535,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,2926.2270990996076,0
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,736.1935832429845,0
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,3171.799229006014,0
2538,0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,795.9709740320759,0
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,832.8921472814909,0
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,2803.872833146059,0
2541,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,7990.53263653328,1
2542,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,873.2468841932059,0
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,1298.301339058562,0
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,2934.7185041374523,0
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,2511.0908804025785,1
2546,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,754.4519778092254,0
2547,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,2854.4556172636985,0
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1329.2340684286974,0
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,3205.4992728304023,0
2550,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1105.4666347216953,0
2551,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,14711.471393139622,1
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,18157.06664468719,0
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,2538.7583346568063,0
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,3230.530016323135,0
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,1765.5209310365608,0
2556,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,754.5794392331227,0
2557,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,4184.201856777612,1
2558,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,3861.1651789053394,1
2559,0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,635.8168247693975,0
2560,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,3499.124871206175,0
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,4410.936293006962,0
2562,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,4687.6078813288,0
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,13544.999018504568,0
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,11740.226170402762,0
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,566.2213351950522,0
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,2843.6009583369487,1
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,570.1946626935933,0
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,12621.410615276376,0
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,3736.9594232564996,0
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,5640.258423398438,1
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,8131.394165233265,0
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,641.2959396103652,0
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,841.2993478151293,0
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,553.6479955736868,0
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2176.5366814021327,0
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,526.7652068056668,1
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4994.167886587813,0
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,3663.177200205275,0
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1469.0197971815323,0
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,716.1368341646958,0
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,6767.161199727221,0
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1927.9546980883933,0
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,8689.253051599193,0
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3218.738814255543,0
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,7042.3703125347165,0
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,6223.037595239544,1
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,13123.079101231358,0
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,485.7268593214758,0
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,618.2783956401327,0
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,16170.555719751113,0
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4290.192580275387,0
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,625.6416810449264,0
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,500.41015226356285,0
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,13845.566773528328,0
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3375.5758205286547,0
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,766.016172523865,0
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,3218.924662940286,0
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1442.7448293202615,0
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,712.4563138539743,1
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3155.4825074614164,0
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2339.2015653501585,1
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,5360.095478855665,0
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,632.0446691424404,0
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,829.96877557068,0
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,3629.020608805062,1
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,1693.1641209482113,0
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,940.315899965477,0
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,4384.190277735455,0
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,14033.294846331111,0
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2533.3501828526278,0
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2344.3521070277784,0
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,5586.101945840972,0
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7428.316806350569,0
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,14037.951916423479,0
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,5839.772738929461,0
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1231.9381623385707,0
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,14518.522973558001,0
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,4742.266310821953,0
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1153.8309021985333,0
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3069.4637993474935,1
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,979.2801352880342,0
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,611.6930584468173,0
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,2311.9447760040493,0
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,7962.600006889756,1
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,7417.40530894553,0
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,4237.979463279524,1
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,2648.4135292426363,0
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,9630.61820269511,0
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,3179.357411106328,0
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,646.4873004508445,1
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,2760.2661164698984,0
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,4044.122155669811,1
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3062.7520209509057,0
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,909.2615164900963,0
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,3735.68104711474,0
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,4251.598493428544,0
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,446.4115421938768,0
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,632.3509854766708,0
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1403.6701318395571,0
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,14722.246260961469,0
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,4482.838932730259,0
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,5485.804246955115,0
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,399.6051137295253,0
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,585.5578148643617,0
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3058.119663587422,0
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,5065.340776447247,0
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1364.1782685095532,0
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4659.46999952789,0
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2139.088798307115,1
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,5557.448299696509,0
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,2744.6879391844886,0
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,2406.001250646619,0
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,1626.0490304912018,0
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,478.4614443675746,0
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,513.2065956850856,0
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,740.277700534527,0
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,4139.321131224846,0
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,1856.557526900193,0
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2451.792796231064,1
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,348.33162746448215,0
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,818.8428818315151,0
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,5278.157918220216,0
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,3450.5443780860624,1
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,641.7658587627229,0
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,7091.189674084821,0
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4532.803334018678,0
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,816.6792342875706,0
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,8539.777359247804,0
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,8642.724736988208,0
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1460.3086912469444,0
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,2530.420088448147,0
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,772.2491501700897,0
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,14335.423373196187,0
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1638.2592908658553,0
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2244.637003720658,0
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,414.2718547888908,0
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,13352.538324066161,0
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,5886.184111795334,0
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,5826.842443759186,0
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,4560.547402417076,0
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,6365.886725160799,0
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,4335.039993746366,0
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,616.8769026634618,0
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,958.5701134584706,1
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2247.4891062168135,1
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,6641.363029923021,0
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1528.7110747556253,1
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1122.3104363445236,0
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,9367.01248274873,0
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,835.0368208857908,0
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,6863.966407406806,0
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,642.6095974310847,0
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,14723.946051589464,0
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1048.298536940416,1
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2599.547254506251,1
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,4810.971587024011,0
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,710.6128062835342,0
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,9695.405300707032,0
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,5812.646667021136,0
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,710.4575906882092,0
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,863.6074280717439,0
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,641.3470623956418,0
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1184.7149289292356,0
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1390.9787532141054,0
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,9302.973963245822,0
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3192.6663186000296,0
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,679.9378955116626,0
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2199.801902668929,0
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,2012.5531725091132,0
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4579.962887185531,0
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,694.9150544318545,0
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,4173.038895733993,0
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,13049.826171395966,0
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,9444.040071898653,0
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,739.6830436271484,0
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,1389.0054163811947,0
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,637.1151270335977,0
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,4931.730250201552,0
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1452.9165957279365,0
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7513.566383733214,0
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,10096.485537116823,0
